numepochs,batchsize,learningrate,momentum,weightdecay,cputime,realtime,acc
75,128,1.0E-4,0.5,1.0E-5,1.90740677E11,9.8891085E11,0.7104
75,128,1.0E-4,0.5,1.0E-4,1.89827236E11,9.8965049E11,0.7268
75,128,1.0E-4,0.5,0.001,1.898361E11,9.8669075E11,0.7272
75,128,1.0E-4,0.9,1.0E-5,1.88086108E11,9.8546555E11,0.7044
75,128,1.0E-4,0.9,1.0E-4,1.88665151E11,9.8528834E11,0.7172
75,128,1.0E-4,0.9,0.001,1.89676814E11,9.8140652E11,0.7064
75,128,1.0E-4,1.0,1.0E-5,1.89838606E11,9.8323051E11,0.716
75,128,1.0E-4,1.0,1.0E-4,1.8979591E11,9.8106003E11,0.7156
75,128,1.0E-4,1.0,0.001,1.9055498E11,9.8321669E11,0.7204
75,128,0.001,0.0,1.0E-5,1.90105993E11,9.8303449E11,0.686
75,128,0.001,0.0,1.0E-4,1.89411181E11,9.8037773E11,0.6852
75,128,0.001,0.0,0.001,1.8933683E11,9.7963481E11,0.688
75,128,0.001,0.5,1.0E-5,1.90686691E11,9.8351356E11,0.6856
75,128,0.001,0.5,1.0E-4,1.90605984E11,9.8253603E11,0.6852
75,128,0.001,0.5,0.001,1.90444503E11,9.8467886E11,0.6876
75,128,0.001,0.9,1.0E-5,1.89474505E11,9.8185865E11,0.6844
75,128,0.001,0.9,1.0E-4,1.90979768E11,9.8357844E11,0.6848
75,128,0.001,0.9,0.001,1.89895688E11,9.8160804E11,0.6816
75,128,0.001,1.0,1.0E-5,1.89384983E11,9.7856278E11,0.6844
75,128,0.001,1.0,1.0E-4,1.87993244E11,9.7764842E11,0.6832
75,128,0.001,1.0,0.001,1.89232366E11,9.784338E11,0.6824
75,256,1.0E-5,0.0,1.0E-5,1.25627826E11,8.5144784E11,0.7484
75,256,1.0E-5,0.0,1.0E-4,1.25465289E11,8.568408E11,0.7588
75,256,1.0E-5,0.0,0.001,1.24657598E11,8.5580539E11,0.7684
75,256,1.0E-5,0.5,1.0E-5,1.25510623E11,8.5688779E11,0.7196
75,256,1.0E-5,0.5,1.0E-4,1.26670078E11,8.5962483E11,0.7488
75,256,1.0E-5,0.5,0.001,1.19015825E11,8.4808715E11,0.7408
75,256,1.0E-5,0.9,1.0E-5,1.13180484E11,8.3783536E11,0.7312
75,256,1.0E-5,0.9,1.0E-4,1.25988413E11,8.5888467E11,0.7168
75,256,1.0E-5,0.9,0.001,1.25445751E11,8.5735958E11,0.7152
75,256,1.0E-5,1.0,1.0E-5,1.25618602E11,8.590664E11,0.694
75,256,1.0E-5,1.0,1.0E-4,1.26216004E11,8.5927402E11,0.7464
75,256,1.0E-5,1.0,0.001,1.26238245E11,8.6032312E11,0.7016
75,256,1.0E-4,0.0,1.0E-5,1.27250465E11,8.6124796E11,0.7188
75,256,1.0E-4,0.0,1.0E-4,1.26661829E11,8.5817505E11,0.72
75,256,1.0E-4,0.0,0.001,1.26239244E11,8.5996483E11,0.7228
75,256,1.0E-4,0.5,1.0E-5,1.26321762E11,8.5992276E11,0.7088
75,256,1.0E-4,0.5,1.0E-4,1.25793714E11,8.5797031E11,0.726
75,256,1.0E-4,0.5,0.001,1.26014546E11,8.594355E11,0.702
75,256,1.0E-4,0.9,1.0E-5,1.27145427E11,8.609328E11,0.7168
75,256,1.0E-4,0.9,1.0E-4,1.26357438E11,8.6177068E11,0.74
75,256,1.0E-4,0.9,0.001,1.26390067E11,8.5734837E11,0.7092
75,256,1.0E-4,1.0,1.0E-5,1.27174091E11,8.5926439E11,0.7328
75,256,1.0E-4,1.0,1.0E-4,1.26858158E11,8.6025077E11,0.7488
75,256,1.0E-4,1.0,0.001,1.26787641E11,8.5907361E11,0.7268
75,256,0.001,0.0,1.0E-5,1.26938227E11,8.5905572E11,0.6916
75,256,0.001,0.0,1.0E-4,1.25886988E11,8.5788623E11,0.6876
75,256,0.001,0.0,0.001,1.27385027E11,8.596072E11,0.6872
75,256,0.001,0.5,1.0E-5,1.25869056E11,8.581236E11,0.6892
75,256,0.001,0.5,1.0E-4,1.26266745E11,8.5720649E11,0.6872
75,256,0.001,0.5,0.001,1.26856061E11,8.5850436E11,0.6848
75,256,0.001,0.9,1.0E-5,1.27609348E11,8.6214561E11,0.6676
75,256,0.001,0.9,1.0E-4,1.25760455E11,8.5799535E11,0.6832
75,256,0.001,0.9,0.001,1.24471525E11,8.5630583E11,0.6832
75,256,0.001,1.0,1.0E-5,1.25800759E11,8.5717896E11,0.6908
75,256,0.001,1.0,1.0E-4,1.25427294E11,8.5711376E11,0.6888
75,256,0.001,1.0,0.001,1.24917113E11,8.5558487E11,0.6848
75,512,1.0E-5,0.0,1.0E-5,8.9273475E10,7.7907493E11,0.6972
75,512,1.0E-5,0.0,1.0E-4,9.0121888E10,7.7988633E11,0.7128
75,512,1.0E-5,0.0,0.001,8.9764241E10,7.8023891E11,0.756
75,512,1.0E-5,0.5,1.0E-5,9.2003049E10,7.8190563E11,0.6924
75,512,1.0E-5,0.5,1.0E-4,9.1501191E10,7.810258E11,0.7084
75,512,1.0E-5,0.5,0.001,8.9236177E10,7.776372E11,0.7056
75,512,1.0E-5,0.9,1.0E-5,8.451874E10,7.715858E11,0.6816
75,512,1.0E-5,0.9,1.0E-4,8.9818391E10,7.7980081E11,0.7276
75,512,1.0E-5,0.9,0.001,9.0664714E10,7.7999715E11,0.6988
75,512,1.0E-5,1.0,1.0E-5,9.1883626E10,7.8171079E11,0.7824
75,512,1.0E-5,1.0,1.0E-4,9.0545406E10,7.8085718E11,0.6932
75,512,1.0E-5,1.0,0.001,8.9862029E10,7.7982099E11,0.6848
75,512,1.0E-4,0.0,1.0E-5,9.2460294E10,7.8196572E11,0.7132
75,512,1.0E-4,0.0,1.0E-4,8.9211265E10,7.7796724E11,0.708
75,512,1.0E-4,0.0,0.001,8.9545507E10,7.7942974E11,0.7092
75,512,1.0E-4,0.5,1.0E-5,9.1566875E10,7.8131547E11,0.7112
75,512,1.0E-4,0.5,1.0E-4,9.1969683E10,7.816598E11,0.7004
75,512,1.0E-4,0.5,0.001,8.8971067E10,7.7858655E11,0.7
75,512,1.0E-4,0.9,1.0E-5,8.952646E10,7.7966377E11,0.7296
75,512,1.0E-4,0.9,1.0E-4,8.9937715E10,7.7992054E11,0.7132
75,512,1.0E-4,0.9,0.001,8.9318859E10,7.8003175E11,0.7244
75,512,1.0E-4,1.0,1.0E-5,9.0990133E10,7.8088936E11,0.7188
75,512,1.0E-4,1.0,1.0E-4,8.9198502E10,7.7934205E11,0.7188
75,512,1.0E-4,1.0,0.001,9.1281244E10,7.8142203E11,0.7184
75,512,0.001,0.0,1.0E-5,9.0816111E10,7.8109999E11,0.6924
75,512,0.001,0.0,1.0E-4,9.1168301E10,7.8091793E11,0.684
75,512,0.001,0.0,0.001,8.9287352E10,7.797451E11,0.688
75,512,0.001,0.5,1.0E-5,8.9536561E10,7.8009244E11,0.6808
75,512,0.001,0.5,1.0E-4,9.1841184E10,7.8244243E11,0.6872
75,512,0.001,0.5,0.001,8.972279E10,7.8005391E11,0.6856
75,512,0.001,0.9,1.0E-5,9.0798932E10,7.8189062E11,0.6896
75,512,0.001,0.9,1.0E-4,8.9437897E10,7.7958794E11,0.686
75,512,0.001,0.9,0.001,9.1499667E10,7.8219221E11,0.686
75,512,0.001,1.0,1.0E-5,9.0788528E10,7.8066241E11,0.6848
75,512,0.001,1.0,1.0E-4,8.9075909E10,7.7973874E11,0.6808
75,512,0.001,1.0,0.001,8.989039E10,7.8055277E11,0.688
86,50,1.0E-5,0.0,1.0E-5,4.44840182E11,1.7334348E12,0.8388
86,50,1.0E-5,0.0,1.0E-4,4.46462099E11,1.73909515E12,0.8512
86,50,1.0E-5,0.0,0.001,4.04925874E11,1.66737635E12,0.8424
86,50,1.0E-5,0.5,1.0E-5,4.34956698E11,1.71937392E12,0.8468
86,50,1.0E-5,0.5,1.0E-4,4.47337333E11,1.73977148E12,0.8456
86,50,1.0E-5,0.5,0.001,4.49287553E11,1.74731873E12,0.8532
86,50,1.0E-5,0.9,1.0E-5,4.49426719E11,1.74700652E12,0.8504
86,50,1.0E-5,0.9,1.0E-4,4.49448182E11,1.74635195E12,0.8436
86,50,1.0E-5,0.9,0.001,4.49783923E11,1.74609465E12,0.8404
86,50,1.0E-5,1.0,1.0E-5,4.45910516E11,1.73914273E12,0.8404
86,50,1.0E-5,1.0,1.0E-4,4.49030914E11,1.73701005E12,0.8532
86,50,1.0E-5,1.0,0.001,4.49388741E11,1.72766475E12,0.8496
86,50,1.0E-4,0.0,1.0E-5,4.50341044E11,1.73134316E12,0.8548
86,50,1.0E-4,0.0,1.0E-4,4.48276169E11,1.7261856E12,0.8536
86,50,1.0E-4,0.0,0.001,4.5270034E11,1.73353507E12,0.8576
86,50,1.0E-4,0.5,1.0E-5,4.50433057E11,1.72969204E12,0.8528
86,50,1.0E-4,0.5,1.0E-4,4.50525823E11,1.72936764E12,0.8544
86,50,1.0E-4,0.5,0.001,4.51808625E11,1.7333787E12,0.8552
86,50,1.0E-4,0.9,1.0E-5,4.53298979E11,1.7347699E12,0.8544
86,50,1.0E-4,0.9,1.0E-4,4.51319431E11,1.73215646E12,0.8544
86,50,1.0E-4,0.9,0.001,4.51940712E11,1.73423696E12,0.8564
86,50,1.0E-4,1.0,1.0E-5,4.49038647E11,1.72785664E12,0.8548
86,50,1.0E-4,1.0,1.0E-4,4.4926704E11,1.73166441E12,0.8532
86,50,1.0E-4,1.0,0.001,4.49141637E11,1.72744101E12,0.8532
86,50,0.001,0.0,1.0E-5,4.4728569E11,1.72741257E12,0.8396
86,50,0.001,0.0,1.0E-4,4.52274848E11,1.73492771E12,0.84
86,50,0.001,0.0,0.001,4.53903352E11,1.73570104E12,0.84
86,50,0.001,0.5,1.0E-5,4.53084774E11,1.73665812E12,0.84
86,50,0.001,0.5,1.0E-4,4.4873456E11,1.72732475E12,0.84
86,50,0.001,0.5,0.001,4.52754473E11,1.73442217E12,0.8404
86,50,0.001,0.9,1.0E-5,4.39285875E11,1.71285768E12,0.8404
86,50,0.001,0.9,1.0E-4,4.44111716E11,1.74186889E12,0.8396
86,50,0.001,0.9,0.001,4.473141E11,1.74291825E12,0.8404
86,50,0.001,1.0,1.0E-5,4.22043484E11,1.69581098E12,0.8396
86,50,0.001,1.0,1.0E-4,4.4834118E11,1.74047599E12,0.84
86,50,0.001,1.0,0.001,4.48870416E11,1.74080197E12,0.8396
86,128,1.0E-5,0.0,1.0E-5,2.17997214E11,1.13576365E12,0.7048
86,128,1.0E-5,0.0,1.0E-4,2.16641274E11,1.13118465E12,0.7248
86,128,1.0E-5,0.0,0.001,2.15852696E11,1.13133512E12,0.712
86,128,1.0E-5,0.5,1.0E-5,2.17451119E11,1.13676124E12,0.728
86,128,1.0E-5,0.5,1.0E-4,2.14926098E11,1.129549E12,0.684
86,128,1.0E-5,0.5,0.001,2.16255791E11,1.13146921E12,0.74
86,128,1.0E-5,0.9,1.0E-5,2.15976755E11,1.13313763E12,0.7736
86,128,1.0E-5,0.9,1.0E-4,2.17538707E11,1.13181655E12,0.6848
86,128,1.0E-5,0.9,0.001,2.1649603E11,1.13197724E12,0.6924
86,128,1.0E-5,1.0,1.0E-5,2.16348295E11,1.13208145E12,0.6836
86,128,1.0E-5,1.0,1.0E-4,2.17386402E11,1.13711972E12,0.7184
86,128,1.0E-5,1.0,0.001,2.1588453E11,1.13091386E12,0.7692
86,128,1.0E-4,0.0,1.0E-5,2.17395855E11,1.13601911E12,0.7196
86,128,1.0E-4,0.0,1.0E-4,2.1775845E11,1.13543243E12,0.7124
86,128,1.0E-4,0.0,0.001,2.16760861E11,1.13283708E12,0.708
86,128,1.0E-4,0.5,1.0E-5,2.17714901E11,1.13562445E12,0.752
86,128,1.0E-4,0.5,1.0E-4,2.16956879E11,1.13344853E12,0.7056
86,128,1.0E-4,0.5,0.001,2.16023368E11,1.13214856E12,0.7304
86,128,1.0E-4,0.9,1.0E-5,2.14533784E11,1.12879665E12,0.7336
86,128,1.0E-4,0.9,1.0E-4,2.16257561E11,1.13270194E12,0.71
86,128,1.0E-4,0.9,0.001,2.1745043E11,1.13331824E12,0.7332
86,128,1.0E-4,1.0,1.0E-5,2.16979341E11,1.13372784E12,0.7192
86,128,1.0E-4,1.0,1.0E-4,2.17740526E11,1.1357322E12,0.728
86,128,1.0E-4,1.0,0.001,2.16054956E11,1.13073901E12,0.7196
86,128,0.001,0.0,1.0E-5,2.16782602E11,1.13425737E12,0.684
86,128,0.001,0.0,1.0E-4,2.16689656E11,1.13225027E12,0.6828
86,128,0.001,0.0,0.001,2.16192778E11,1.13197475E12,0.6836
86,128,0.001,0.5,1.0E-5,2.16963842E11,1.13275974E12,0.6832
86,128,0.001,0.5,1.0E-4,2.16385225E11,1.13206834E12,0.6848
86,128,0.001,0.5,0.001,1.98833193E11,1.10213962E12,0.6844
86,128,0.001,0.9,1.0E-5,2.03727421E11,1.10829122E12,0.6872
86,128,0.001,0.9,1.0E-4,2.1112216E11,1.12191393E12,0.6852
86,128,0.001,0.9,0.001,2.16771199E11,1.13281506E12,0.6864
86,128,0.001,1.0,1.0E-5,2.15543169E11,1.1296553E12,0.6864
86,128,0.001,1.0,1.0E-4,2.1764132E11,1.13569379E12,0.6876
86,128,0.001,1.0,0.001,2.16454152E11,1.13083862E12,0.6856
86,256,1.0E-5,0.0,1.0E-5,8.443777E10,8.792836E11,0.732
86,256,1.0E-5,0.0,1.0E-4,5.3183279E10,8.1736185E11,0.7076
86,256,1.0E-5,0.0,0.001,5.1713819E10,8.1799427E11,0.6812
86,256,1.0E-5,0.5,1.0E-5,3.602917E10,8.1417214E11,0.6876
86,256,1.0E-5,0.5,1.0E-4,3.5805774E10,8.1279438E11,0.704
86,256,1.0E-5,0.5,0.001,3.6083212E10,8.1372558E11,0.7072
86,256,1.0E-5,0.9,1.0E-5,3.6377428E10,8.1501264E11,0.7352
86,256,1.0E-5,0.9,1.0E-4,3.5945263E10,8.1310987E11,0.7468
86,256,1.0E-5,0.9,0.001,3.5935658E10,8.1346776E11,0.6572
86,256,1.0E-5,1.0,1.0E-5,3.6055605E10,8.1419436E11,0.758
86,256,1.0E-5,1.0,1.0E-4,3.5918778E10,8.1278553E11,0.7296
86,256,1.0E-5,1.0,0.001,3.5831755E10,8.150521E11,0.736
86,256,1.0E-4,0.0,1.0E-5,3.5329016E10,8.1081277E11,0.7228
86,256,1.0E-4,0.0,1.0E-4,3.5462414E10,8.1102347E11,0.7116
86,256,1.0E-4,0.0,0.001,3.5177497E10,8.1175537E11,0.734
86,256,1.0E-4,0.5,1.0E-5,3.5309232E10,8.1044177E11,0.7232
86,256,1.0E-4,0.5,1.0E-4,3.5403403E10,8.1228929E11,0.7184
86,256,1.0E-4,0.5,0.001,3.5287609E10,8.1172811E11,0.728
86,256,1.0E-4,0.9,1.0E-5,3.5207721E10,8.1138568E11,0.7092
86,256,1.0E-4,0.9,1.0E-4,3.5519136E10,8.1287682E11,0.7276
86,256,1.0E-4,0.9,0.001,3.5707269E10,8.1219473E11,0.7252
86,256,1.0E-4,1.0,1.0E-5,3.5579138E10,8.1278088E11,0.7276
86,256,1.0E-4,1.0,1.0E-4,3.5006517E10,8.1046123E11,0.736
86,256,1.0E-4,1.0,0.001,3.5211801E10,8.1191194E11,0.7344
86,256,0.001,0.0,1.0E-5,3.5233784E10,8.1192334E11,0.6788
86,256,0.001,0.0,1.0E-4,7.5029856E10,8.7096833E11,0.69
86,256,0.001,0.0,0.001,1.44260612E11,9.836409E11,0.6896
86,256,0.001,0.5,1.0E-5,1.43809659E11,9.8578504E11,0.6872
86,256,0.001,0.5,1.0E-4,1.44395076E11,9.8400705E11,0.69
86,256,0.001,0.5,0.001,1.44938238E11,9.8492226E11,0.6876
86,256,0.001,0.9,1.0E-5,1.45039491E11,9.8580123E11,0.6864
86,256,0.001,0.9,1.0E-4,1.45328472E11,9.8745935E11,0.6868
86,256,0.001,0.9,0.001,1.45736565E11,9.8801477E11,0.6856
86,256,0.001,1.0,1.0E-5,1.45194844E11,9.862261E11,0.6892
86,256,0.001,1.0,1.0E-4,1.45008542E11,9.8580169E11,0.6848
86,256,0.001,1.0,0.001,1.27898362E11,9.581316E11,0.68
86,512,1.0E-5,0.0,1.0E-5,1.0596751E11,8.9884787E11,0.702
86,512,1.0E-5,0.0,1.0E-4,1.01672698E11,8.9162128E11,0.718
86,512,1.0E-5,0.0,0.001,1.03710573E11,8.9560934E11,0.7312
86,512,1.0E-5,0.5,1.0E-5,1.03522468E11,8.9341526E11,0.7224
86,512,1.0E-5,0.5,1.0E-4,1.05757352E11,8.9090222E11,0.738
86,512,1.0E-5,0.5,0.001,1.0327466E11,8.8817848E11,0.6832
86,512,1.0E-5,0.9,1.0E-5,1.02990455E11,8.8928695E11,0.6728
86,512,1.0E-5,0.9,1.0E-4,1.02596805E11,8.8685013E11,0.6792
86,512,1.0E-5,0.9,0.001,1.03281009E11,8.8845923E11,0.746
86,512,1.0E-5,1.0,1.0E-5,1.05063719E11,8.8924547E11,0.736
86,512,1.0E-5,1.0,1.0E-4,1.05569296E11,8.9097706E11,0.6992
86,512,1.0E-5,1.0,0.001,1.03227392E11,8.8751735E11,0.664
86,512,1.0E-4,0.0,1.0E-5,1.05112879E11,8.896476E11,0.744
86,512,1.0E-4,0.0,1.0E-4,1.04462959E11,8.8874733E11,0.7336
86,512,1.0E-4,0.0,0.001,1.05726509E11,8.9021075E11,0.7172
86,512,1.0E-4,0.5,1.0E-5,1.05662996E11,8.9018388E11,0.7296
86,512,1.0E-4,0.5,1.0E-4,1.05672999E11,8.9023021E11,0.722
86,512,1.0E-4,0.5,0.001,1.03754105E11,8.8832757E11,0.7056
86,512,1.0E-4,0.9,1.0E-5,1.02282625E11,8.8597896E11,0.7216
86,512,1.0E-4,0.9,1.0E-4,1.03010648E11,8.8747147E11,0.7172
86,512,1.0E-4,0.9,0.001,1.03347241E11,8.8799969E11,0.7324
86,512,1.0E-4,1.0,1.0E-5,1.05636192E11,8.8986026E11,0.7408
86,512,1.0E-4,1.0,1.0E-4,1.0194962E11,8.857349E11,0.6884
86,512,1.0E-4,1.0,0.001,1.04174559E11,8.8942549E11,0.7108
86,512,0.001,0.0,1.0E-5,1.01981749E11,8.8553744E11,0.6852
86,512,0.001,0.0,1.0E-4,1.03306109E11,8.8783952E11,0.6848
86,512,0.001,0.0,0.001,1.02590128E11,8.8639223E11,0.6828
86,512,0.001,0.5,1.0E-5,1.03867367E11,8.8848695E11,0.684
86,512,0.001,0.5,1.0E-4,1.02970802E11,8.8703199E11,0.6876
86,512,0.001,0.5,0.001,1.02485615E11,8.8672082E11,0.6808
86,512,0.001,0.9,1.0E-5,1.05727443E11,8.907988E11,0.6868
86,512,0.001,0.9,1.0E-4,1.06060661E11,8.8967604E11,0.6864
86,512,0.001,0.9,0.001,1.0519765E11,8.8869575E11,0.6852
86,512,0.001,1.0,1.0E-5,1.06163347E11,8.8972722E11,0.6852
86,512,0.001,1.0,1.0E-4,1.02546506E11,8.8701121E11,0.6864
86,512,0.001,1.0,0.001,1.0451039E11,8.8844986E11,0.6872
100,50,1.0E-5,0.0,1.0E-5,5.29451581E11,2.02679163E12,0.8496
100,50,1.0E-5,0.0,1.0E-4,5.23178115E11,2.01099221E12,0.856
100,50,1.0E-5,0.0,0.001,5.25616644E11,2.02188666E12,0.8476
100,50,1.0E-5,0.5,1.0E-5,5.20945762E11,2.0475364E12,0.8652
100,50,1.0E-5,0.5,1.0E-4,5.23064214E11,2.04688576E12,0.8416
100,50,1.0E-5,0.5,0.001,5.18135218E11,2.03986043E12,0.8536
100,50,1.0E-5,0.9,1.0E-5,5.15981115E11,2.03683686E12,0.8536
100,50,1.0E-5,0.9,1.0E-4,5.19582908E11,2.03948583E12,0.8412
100,50,1.0E-5,0.9,0.001,5.0212651E11,1.98561327E12,0.8532
100,50,1.0E-5,1.0,1.0E-5,4.91919671E11,1.96031296E12,0.8624
100,50,1.0E-5,1.0,1.0E-4,5.09570843E11,1.99393817E12,0.8416
100,50,1.0E-5,1.0,0.001,4.85721539E11,1.95366722E12,0.8464
100,50,1.0E-4,0.0,1.0E-5,5.02960587E11,1.97757082E12,0.8536
100,50,1.0E-4,0.0,1.0E-4,5.05762284E11,1.9873906E12,0.8532
100,50,1.0E-4,0.0,0.001,5.06078659E11,1.99050094E12,0.8556
100,50,1.0E-4,0.5,1.0E-5,4.96370647E11,1.98746898E12,0.8544
100,50,1.0E-4,0.5,1.0E-4,4.95347204E11,1.97927476E12,0.8524
100,50,1.0E-4,0.5,0.001,5.05777816E11,1.98276481E12,0.856
100,50,1.0E-4,0.9,1.0E-5,4.98605031E11,1.97747474E12,0.8556
100,50,1.0E-4,0.9,1.0E-4,4.96305209E11,1.98245954E12,0.856
100,50,1.0E-4,0.9,0.001,5.03841784E11,1.98312355E12,0.8532
100,50,1.0E-4,1.0,1.0E-5,5.06363576E11,1.98668662E12,0.854
100,50,1.0E-4,1.0,1.0E-4,4.94498939E11,1.9885557E12,0.8536
100,50,1.0E-4,1.0,0.001,5.03779426E11,1.98113939E12,0.854
100,50,0.001,0.0,1.0E-5,4.67091259E11,1.9254292E12,0.8408
100,50,0.001,0.0,1.0E-4,4.94095401E11,1.96535897E12,0.8404
100,50,0.001,0.0,0.001,4.97180901E11,1.96911104E12,0.8396
100,50,0.001,0.5,1.0E-5,5.00605157E11,1.97291698E12,0.84
100,50,0.001,0.5,1.0E-4,5.0457736E11,1.97488162E12,0.8396
100,50,0.001,0.5,0.001,5.00914586E11,1.97441526E12,0.84
100,50,0.001,0.9,1.0E-5,4.98761892E11,1.96996602E12,0.8396
100,50,0.001,0.9,1.0E-4,5.01475738E11,1.97582586E12,0.8396
100,50,0.001,0.9,0.001,5.02729966E11,1.97603033E12,0.8404
100,50,0.001,1.0,1.0E-5,4.96758063E11,1.97214785E12,0.8408
100,50,0.001,1.0,1.0E-4,5.04170512E11,1.97953061E12,0.8404
100,50,0.001,1.0,0.001,5.0367991E11,1.97888587E12,0.8404
100,128,1.0E-5,0.0,1.0E-5,2.48582504E11,1.30180252E12,0.6692
100,128,1.0E-5,0.0,1.0E-4,2.4728268E11,1.30100009E12,0.7152
100,128,1.0E-5,0.0,0.001,2.52028305E11,1.31069169E12,0.7408
100,128,1.0E-5,0.5,1.0E-5,2.48613782E11,1.30591241E12,0.6856
100,128,1.0E-5,0.5,1.0E-4,2.49268503E11,1.3057913E12,0.6904
100,128,1.0E-5,0.5,0.001,2.47778181E11,1.30446577E12,0.7304
100,128,1.0E-5,0.9,1.0E-5,2.48850891E11,1.30411305E12,0.7376
100,128,1.0E-5,0.9,1.0E-4,2.47888069E11,1.30308597E12,0.732
100,128,1.0E-5,0.9,0.001,2.48627413E11,1.3049818E12,0.7428
100,128,1.0E-5,1.0,1.0E-5,2.46849257E11,1.30226376E12,0.758
100,128,1.0E-5,1.0,1.0E-4,2.51008483E11,1.31025601E12,0.7964
100,128,1.0E-5,1.0,0.001,2.48486248E11,1.30239785E12,0.7308
100,128,1.0E-4,0.0,1.0E-5,2.48870633E11,1.30432526E12,0.7128
100,128,1.0E-4,0.0,1.0E-4,2.50170343E11,1.30691734E12,0.7364
100,128,1.0E-4,0.0,0.001,2.48526815E11,1.3032835E12,0.7376
100,128,1.0E-4,0.5,1.0E-5,2.47512351E11,1.30276603E12,0.7436
100,128,1.0E-4,0.5,1.0E-4,2.49211568E11,1.30475806E12,0.7244
100,128,1.0E-4,0.5,0.001,2.47926718E11,1.30476134E12,0.718
100,128,1.0E-4,0.9,1.0E-5,2.49437979E11,1.30551644E12,0.7264
100,128,1.0E-4,0.9,1.0E-4,2.52547826E11,1.30256024E12,0.7184
100,128,1.0E-4,0.9,0.001,2.5219711E11,1.30257794E12,0.722
100,128,1.0E-4,1.0,1.0E-5,2.53122609E11,1.30581332E12,0.7228
100,128,1.0E-4,1.0,1.0E-4,2.51163394E11,1.30107638E12,0.716
100,128,1.0E-4,1.0,0.001,2.53058073E11,1.30451636E12,0.7224
100,128,0.001,0.0,1.0E-5,2.50666254E11,1.29920428E12,0.682
100,128,0.001,0.0,1.0E-4,2.50181435E11,1.29879035E12,0.6856
100,128,0.001,0.0,0.001,2.51174846E11,1.30089917E12,0.6832
100,128,0.001,0.5,1.0E-5,2.52584591E11,1.30468413E12,0.6824
100,128,0.001,0.5,1.0E-4,2.52494299E11,1.30559928E12,0.6828
100,128,0.001,0.5,0.001,2.35836637E11,1.27837051E12,0.6836
100,128,0.001,0.9,1.0E-5,2.52103131E11,1.30211591E12,0.6828
100,128,0.001,0.9,1.0E-4,2.52822389E11,1.30450771E12,0.6844
100,128,0.001,0.9,0.001,2.531048E11,1.30379009E12,0.6828
100,128,0.001,1.0,1.0E-5,2.52171223E11,1.30048668E12,0.6832
100,128,0.001,1.0,1.0E-4,2.52755558E11,1.30266995E12,0.6876
100,128,0.001,1.0,0.001,2.21093151E11,1.26267661E12,0.6836
100,256,1.0E-5,0.0,1.0E-5,1.65866439E11,1.13366702E12,0.7228
100,256,1.0E-5,0.0,1.0E-4,1.68743371E11,1.13773432E12,0.666
100,256,1.0E-5,0.0,0.001,1.54371473E11,1.11681864E12,0.7232
100,256,1.0E-5,0.5,1.0E-5,1.33241504E11,1.08034182E12,0.7584
100,256,1.0E-5,0.5,1.0E-4,1.66180569E11,1.13233245E12,0.7456
100,256,1.0E-5,0.5,0.001,1.65625594E11,1.13018746E12,0.7376
100,256,1.0E-5,0.9,1.0E-5,1.6563336E11,1.130237E12,0.742
100,256,1.0E-5,0.9,1.0E-4,1.6475888E11,1.12932671E12,0.7544
100,256,1.0E-5,0.9,0.001,1.66603424E11,1.1326271E12,0.7248
100,256,1.0E-5,1.0,1.0E-5,1.65908775E11,1.13037056E12,0.7148
100,256,1.0E-5,1.0,1.0E-4,1.65185667E11,1.12870359E12,0.7336
100,256,1.0E-5,1.0,0.001,1.653422E11,1.12827498E12,0.7152
100,256,1.0E-4,0.0,1.0E-5,1.50412935E11,1.10528456E12,0.7272
100,256,1.0E-4,0.0,1.0E-4,1.61203175E11,1.12419301E12,0.7348
100,256,1.0E-4,0.0,0.001,1.66054822E11,1.1310697E12,0.7276
100,256,1.0E-4,0.5,1.0E-5,1.65391434E11,1.13093391E12,0.7256
100,256,1.0E-4,0.5,1.0E-4,6.7956777E10,9.4587342E11,0.7336
100,256,1.0E-4,0.5,0.001,6.9305942E10,9.4661883E11,0.7092
100,256,1.0E-4,0.9,1.0E-5,4.9516708E10,9.4076227E11,0.7304
100,256,1.0E-4,0.9,1.0E-4,4.1331372E10,9.3990329E11,0.7232
100,256,1.0E-4,0.9,0.001,9.0603848E10,1.01742241E12,0.7148
100,256,1.0E-4,1.0,1.0E-5,1.67967408E11,1.14363938E12,0.716
100,256,1.0E-4,1.0,1.0E-4,1.66488424E11,1.14085999E12,0.734
100,256,1.0E-4,1.0,0.001,1.66852739E11,1.14125727E12,0.724
100,256,0.001,0.0,1.0E-5,1.66003311E11,1.13871657E12,0.6852
100,256,0.001,0.0,1.0E-4,1.67127679E11,1.14271571E12,0.6864
100,256,0.001,0.0,0.001,1.67023968E11,1.14046638E12,0.688
100,256,0.001,0.5,1.0E-5,1.66762971E11,1.14081726E12,0.6764
100,256,0.001,0.5,1.0E-4,1.66236701E11,1.14072473E12,0.6864
100,256,0.001,0.5,0.001,1.6494628E11,1.1375309E12,0.6884
100,256,0.001,0.9,1.0E-5,1.66789497E11,1.1400172E12,0.6872
100,256,0.001,0.9,1.0E-4,1.67298613E11,1.14012769E12,0.68
100,256,0.001,0.9,0.001,1.69692398E11,1.14741766E12,0.6864
100,256,0.001,1.0,1.0E-5,1.67840236E11,1.14304431E12,0.6844
